ID,Placa,Produto,Peso Bruto,Peso Liquido
L2026-002355,ABC8533,Algodão,44.810201398248296,28.376283316091
L2026-002356,ABC8529,Milho,33.35555620393855,28.38600293709302
L2026-002357,ABC4261,Algodão,35.5068974198727,26.29744036351738
L2026-002358,ABC1682,Soja,26.343029278702083,28.343029278702083
L2026-002359,ABC8799,Soja,33.00825952513768,26.813347700835003
L2026-002360,ABC1455,Soja,43.34435675684148,27.61983237450545
L2026-002361,ABC1768,Milho,39.6126655090967,28.16294523351128
L2026-002362,ABC8244,Trigo,25.134341183592692,27.134341183592692
L2026-002363,ABC2660,Soja,30.70719103212911,26.01165675221608
L2026-002364,ABC2984,Soja,33.75033844414419,25.244591101491743
L2026-002365,ABC3454,Algodão,26.88186433601292,28.88186433601292
L2026-002366,ABC8106,Soja,44.421992249901535,25.59320396307436
L2026-002367,ABC5620,Soja,42.349698282999576,25.684644124326173
L2026-002368,ABC4457,Trigo,33.82634014901975,27.614376455799842
L2026-002369,ABC4928,Algodão,39.14622474240956,25.774086662372373
L2026-002370,ABC5452,Soja,36.39176164179007,26.565037122371564
L2026-002371,ABC4669,Algodão,32.724203128605396,26.51842390077887
L2026-002372,ABC9865,Soja,30.349413476837864,27.95224069303097
L2026-002373,ABC8289,Trigo,42.735415604504894,26.043594660913037
L2026-002374,ABC4574,Milho,37.546353055653654,25.284262694818587
L2026-002375,ABC7356,Trigo,37.11585040331326,27.651040400032134
L2026-002376,ABC3190,Milho,36.00405133835809,25.09143554943749
L2026-002377,ABC8235,Soja,30.54331742366044,26.999429341294793
L2026-002378,ABC6485,Soja,37.83436876060219,25.77062224059407
L2026-002379,ABC8435,Soja,40.969565231585605,26.966385896127967
L2026-002380,ABC7942,Milho,35.958110537586364,26.229461759231924
L2026-002381,ABC1664,Trigo,37.690751202232015,28.780087601188473
L2026-002382,ABC1424,Trigo,34.81132554147466,25.009700503000886
L2026-002383,ABC6932,Algodão,31.09685691842106,25.75173560338482
L2026-002384,ABC3359,Soja,39.72195947075888,26.117254682173538
L2026-002385,ABC6479,Milho,30.08312072042289,28.440443432522247
L2026-002386,ABC1765,Algodão,26.015725913772417,28.015725913772417
L2026-002387,ABC5468,Algodão,44.52012022570781,26.215274248987146
L2026-002388,ABC7056,Milho,34.18279819117804,25.11217836613422
L2026-002389,ABC9143,Soja,31.678919002724328,27.748493282421315
L2026-002390,ABC4826,Algodão,39.44999220679475,25.618706073548676
L2026-002391,ABC1053,Soja,30.930146270633234,28.197969306183623
L2026-002392,ABC7586,Soja,31.592778075679515,25.948974932703447
L2026-002393,ABC4232,Soja,35.94634221378708,26.158623744248615
L2026-002394,ABC8747,Trigo,36.12785428055377,25.619394278839454
L2026-002395,ABC2671,Algodão,37.219517705866906,27.355914535006168
L2026-002396,ABC3592,Trigo,35.22430278623922,25.144585119221738
L2026-002397,ABC5796,Algodão,40.558488015350676,28.94486898191892
L2026-002398,ABC1511,Milho,42.763412552027894,26.00553381470666
L2026-002399,ABC2709,Milho,43.684910341021066,27.531157972933602
L2026-002400,ABC4318,Milho,36.29206158105075,25.823310009580965
L2026-002401,ABC9686,Soja,33.34437886170936,28.155021484839228
L2026-002402,ABC9370,Algodão,33.36160921012175,26.299125519755325
L2026-002403,ABC3394,Algodão,43.091084106191474,25.761628002728425
L2026-002404,ABC5314,Trigo,42.93491235348603,28.66771806086145
L2026-002405,ABC9943,Algodão,26.32152007684509,28.32152007684509
L2026-002406,ABC4321,Milho,31.939104744186047,25.445095859359117
L2026-002407,ABC1247,Milho,32.34336754760535,26.821973944083542
L2026-002408,ABC1725,Algodão,35.8765693688461,26.786269322113203
L2026-002409,ABC2461,Milho,34.17039199963426,27.12988459926574
L2026-002410,ABC8453,Algodão,34.58845428942561,26.34035708396194
L2026-002411,ABC4102,Soja,34.963477037942965,28.306457959664634
L2026-002412,ABC5910,Soja,33.4666497386345,27.302937497871387
L2026-002413,ABC4730,Soja,42.6746158229754,28.792399924867855
L2026-002414,ABC2112,Milho,32.31956969685728,27.77673697178019
L2026-002415,ABC9211,Soja,41.99674130835772,27.91520058887987
L2026-002416,ABC7482,Trigo,39.36780347773686,27.582025504035215
L2026-002417,ABC2771,Milho,40.30201848099004,26.85012362988503
L2026-002418,ABC4460,Trigo,32.2446202011768,27.16126261362636
L2026-002419,ABC2527,Soja,36.5091665533557,25.506139497499166
L2026-002420,ABC2164,Trigo,40.46508828878283,25.064247754035975
L2026-002421,ABC8401,Algodão,31.93369263351607,26.518870489062447
L2026-002422,ABC9554,Algodão,30.989332067416512,25.603744539011846
L2026-002423,ABC8597,Soja,23.814734137114787,25.814734137114787
L2026-002424,ABC1757,Trigo,30.038873991445197,28.818000548326612
L2026-002425,ABC6621,Algodão,30.84365568143678,27.50980035686841
L2026-002426,ABC3610,Soja,25.887213365764573,27.887213365764573
L2026-002427,ABC4075,Trigo,34.88946303137361,27.10836720232216
L2026-002428,ABC8379,Algodão,41.24107357111341,28.25289525705907
L2026-002429,ABC1363,Milho,34.17557946962983,27.35089676211181
L2026-002430,ABC9181,Milho,37.34471438757721,27.943818366969793
L2026-002431,ABC8624,Soja,40.122202015623195,26.777034607008613
L2026-002432,ABC8402,Trigo,30.60286027209124,25.235259927698266
L2026-002433,ABC7657,Algodão,44.00781704552084,28.17427871035608
L2026-002434,ABC4139,Soja,40.897956929203694,25.03324777712278
L2026-002435,ABC5952,Algodão,42.87065195887828,26.496293260536717
L2026-002436,ABC8696,Milho,39.30524714180251,26.844598271656697
L2026-002437,ABC5723,Milho,39.01664161682456,25.821922678040778
L2026-002438,ABC8489,Milho,44.37765605931271,28.707789699713366
L2026-002439,ABC7422,Trigo,35.17687839428518,28.785881773173656
L2026-002440,ABC3002,Algodão,39.543460784822884,27.280775611247662
L2026-002441,ABC2746,Trigo,42.93026955355884,27.669069254858897
L2026-002442,ABC6761,Algodão,33.791696910728376,28.670153746420883
L2026-002443,ABC5012,Soja,34.822860356859046,27.420554807016828
L2026-002444,ABC5935,Algodão,35.52899342863298,27.096004782656042
L2026-002445,ABC1802,Soja,41.157569548894955,25.356754711388255
L2026-002446,ABC4397,Trigo,31.514171679773376,28.510441000066802
L2026-002447,ABC1208,Trigo,42.00572920038161,25.892317592241845
L2026-002448,ABC9275,Soja,31.382751059915698,27.145353535567754
L2026-002449,ABC6913,Soja,40.658213686835154,25.133007862941575
L2026-002450,ABC5928,Milho,31.30409051739991,27.9231503150674
L2026-002451,ABC5465,Milho,31.297301968207456,27.912283062532936
L2026-002452,ABC8786,Soja,35.224614832285084,27.556732567059044
L2026-002453,ABC7687,Milho,40.130204156861126,25.637849045338378
L2026-002454,ABC8318,Trigo,41.942560408808376,27.018584899236316
L2026-002455,ABC6177,Algodão,30.868119000770886,26.015192488702535
L2026-002456,ABC2097,Milho,44.41228097947999,28.522708282522217
L2026-002457,ABC9524,Algodão,32.61047865376803,26.42694414212791
L2026-002458,ABC3808,Trigo,39.76593673886553,25.90412090510997
L2026-002459,ABC3616,Milho,44.89014825553399,27.423601368886477
L2026-002460,ABC1568,Algodão,33.988043886210846,28.209561273535794
L2026-002461,ABC8762,Milho,30.178776358309285,26.648223419972034
L2026-002462,ABC4369,Milho,42.469846072527766,27.800642631295347
L2026-002463,ABC7226,Soja,23.70687569470493,25.70687569470493
L2026-002464,ABC1597,Trigo,42.71576123393404,25.663632564873705
L2026-002465,ABC5478,Algodão,31.774409690191437,27.0347509214509
L2026-002466,ABC1530,Milho,32.28593411806675,27.533282390774037
L2026-002467,ABC7114,Soja,32.69679541532847,27.094627143551897
L2026-002468,ABC9491,Algodão,38.22461271285006,27.299253107634065
L2026-002469,ABC2582,Algodão,39.28643978996321,27.245978059281928
L2026-002470,ABC3215,Algodão,44.35092190067688,26.901334706179686
L2026-002471,ABC8907,Soja,44.88239410893257,25.125991742267683
L2026-002472,ABC3429,Milho,42.1485194776868,27.17797478640635
L2026-002473,ABC8831,Algodão,32.88468777346767,25.9778306907287
L2026-002474,ABC2779,Soja,34.119897201804946,27.118973826470093
L2026-002475,ABC6516,Trigo,33.70517395501434,26.65268495445186
L2026-002476,ABC2755,Trigo,35.38328705990867,25.895709389097334
L2026-002477,ABC5780,Trigo,30.980132961821386,28.844387455242128
L2026-002478,ABC5731,Algodão,37.98529912220911,27.291665634673112
L2026-002479,ABC4676,Trigo,31.67524254882703,28.903165252503506
L2026-002480,ABC3648,Trigo,43.949775161576,27.665162576856705
L2026-002481,ABC5654,Algodão,36.08223498372389,27.357271880318194
L2026-002482,ABC8290,Milho,43.21714829229156,27.29621571836502
L2026-002483,ABC6570,Milho,42.917850072782386,28.023184206359236
L2026-002484,ABC9112,Soja,32.53970616744157,27.285642267646857
L2026-002485,ABC9290,Trigo,37.479845232629245,25.143774370865067
L2026-002486,ABC3743,Algodão,32.365132016587594,27.35285320690865
L2026-002487,ABC9262,Algodão,25.130905452073016,27.130905452073016
L2026-002488,ABC2610,Soja,35.55751645105328,28.124726489109072
L2026-002489,ABC5090,Algodão,33.66366127663048,26.657628329436644
L2026-002490,ABC8474,Milho,25.585012790488033,27.585012790488033
L2026-002491,ABC5246,Soja,36.475673380075335,28.183458374754064
L2026-002492,ABC9585,Trigo,25.95692583305472,27.95692583305472
L2026-002493,ABC1595,Algodão,31.76311386714461,25.664389725047226
L2026-002494,ABC1843,Algodão,38.605376444704724,25.591803467658373
L2026-002495,ABC8609,Algodão,35.29219463139413,28.075343354346337
L2026-002496,ABC2498,Soja,42.377051636688314,26.227688429266983
L2026-002497,ABC3480,Milho,44.3421156701839,28.816491406589556
L2026-002498,ABC3308,Soja,35.904593856828214,28.537781725514346
L2026-002499,ABC6707,Milho,37.919189119449875,28.982041280321216
L2026-002500,ABC4170,Algodão,42.460242545914596,26.44531457253985
L2026-002501,ABC3150,Soja,44.06649431032843,25.637434939349404
L2026-002502,ABC3327,Trigo,36.84126947320118,25.823220037468648
L2026-002503,ABC5200,Soja,25.93820809058812,27.93820809058812
L2026-002504,ABC9277,Trigo,23.982814120875638,25.982814120875638
L2026-002505,ABC7081,Algodão,26.143168548360418,28.143168548360418
L2026-002506,ABC8796,Trigo,34.542723601445324,27.153056963337466
L2026-002507,ABC9083,Soja,37.56394884494898,28.10906106523129
L2026-002508,ABC9492,Milho,32.177628797313744,28.44020067236991
L2026-002509,ABC9235,Algodão,26.038762246677045,28.038762246677045
L2026-002510,ABC2540,Trigo,33.62593385347229,27.126417259893728
L2026-002511,ABC1999,Milho,39.593191851437005,26.551834522769855
L2026-002512,ABC6340,Soja,44.451167447846984,28.780026648465785
L2026-002513,ABC1712,Algodão,30.974476078574554,27.818838795986714
L2026-002514,ABC6926,Algodão,30.714973228360613,28.802316702024058
L2026-002515,ABC3393,Milho,35.73720635936572,25.04941871595767
L2026-002516,ABC1947,Algodão,37.34475237833002,28.77503757102083
L2026-002517,ABC6200,Trigo,31.642958607578784,27.527316531311712
L2026-002518,ABC4276,Trigo,42.17648870952007,25.391099811286768
L2026-002519,ABC2733,Milho,38.280487696664075,27.657770550314474
L2026-002520,ABC8107,Algodão,23.57323973973157,25.57323973973157
L2026-002521,ABC7464,Trigo,42.92950398376657,26.561795804517445
L2026-002522,ABC6074,Algodão,32.24873343858216,27.11038995125488
L2026-002523,ABC3452,Milho,34.616532725055244,26.818798290208754
L2026-002524,ABC2193,Milho,38.992209792705815,25.64349992733572
L2026-002525,ABC1265,Soja,24.265012963227115,26.265012963227115
L2026-002526,ABC5373,Milho,26.03321659528656,28.03321659528656
L2026-002527,ABC2043,Soja,35.066143277840084,26.455121544367074
L2026-002528,ABC7211,Soja,32.053155768498556,26.966968338287952
L2026-002529,ABC1124,Trigo,26.188989764626996,28.188989764626996
L2026-002530,ABC1922,Trigo,40.80337209728409,25.62614249460853
L2026-002531,ABC7115,Soja,34.35729364384011,26.13494634221887
L2026-002532,ABC6507,Algodão,35.658219215953956,26.54231303694486
L2026-002533,ABC4518,Trigo,35.653774039626725,28.446908803588435
L2026-002534,ABC2316,Trigo,42.16448080337599,27.28294377559592
L2026-002535,ABC2728,Trigo,35.86878378382072,27.466502207157713
L2026-002536,ABC3131,Soja,32.4352214231528,27.793058602686546
L2026-002537,ABC4441,Soja,41.07253212781528,27.56699779388415
L2026-002538,ABC4465,Milho,33.05030862721851,28.7399365873358
L2026-002539,ABC8227,Algodão,33.420658652426226,26.9482064285636
L2026-002540,ABC5589,Algodão,38.276759027453394,27.40769087238381
L2026-002541,ABC8000,Soja,31.635990919932215,27.13382592587868
L2026-002542,ABC9169,Soja,34.17908277209419,26.510966808660164
L2026-002543,ABC2530,Algodão,40.966519639724716,25.08661318305481
L2026-002544,ABC2110,Soja,42.06178964413131,26.236146544541576
L2026-002545,ABC9350,Soja,44.727621134017184,28.422601197974586
L2026-002546,ABC3819,Algodão,36.72402033372337,28.650347578050322
L2026-002547,ABC7673,Soja,42.06695684785211,28.04950888061978
L2026-002548,ABC6680,Trigo,33.52973772346801,28.001062519712228
L2026-002549,ABC1704,Soja,41.53465397918693,26.971030515625642
L2026-002550,ABC4985,Trigo,44.610704782200514,26.129997271127458
L2026-002551,ABC4205,Milho,23.902659599464638,25.902659599464638
L2026-002552,ABC8369,Trigo,34.33612876637103,27.627683897611657
L2026-002553,ABC8952,Milho,38.72875461332603,26.780899632169515
L2026-002554,ABC7234,Trigo,35.72349277315141,26.47430969938444
L2026-002555,ABC5966,Algodão,39.572532158847324,25.253454283430994
L2026-002556,ABC4648,Trigo,44.522305054730964,25.42998628430853
L2026-002557,ABC9235,Trigo,35.28883783906733,26.1543157740155
L2026-002558,ABC4142,Milho,36.75350632368442,27.943185579535523
L2026-002559,ABC2699,Trigo,26.29349582377628,28.29349582377628
L2026-002560,ABC1315,Soja,41.530231646070355,28.415769976162593
L2026-002561,ABC4006,Milho,43.20173539472627,25.126286578809765
L2026-002562,ABC1741,Milho,25.528037661553917,27.528037661553917
L2026-002563,ABC6036,Soja,31.574745825005675,27.800659779223334
L2026-002564,ABC5713,Trigo,40.67103392566453,26.560390076283735
L2026-002565,ABC2721,Soja,26.98530108686508,28.98530108686508
L2026-002566,ABC8281,Soja,30.833970946950334,26.026491579972355
L2026-002567,ABC2189,Algodão,44.996308358628966,28.402500713162627
L2026-002568,ABC1120,Soja,31.353318673510607,25.62781657903437
L2026-002569,ABC1739,Trigo,34.5024489675548,28.157021936099657
L2026-002570,ABC9251,Milho,25.694753316417245,27.694753316417245
L2026-002571,ABC1474,Soja,32.56449418292917,25.632146880456432
L2026-002572,ABC4280,Soja,35.82210379160043,25.574677551323575
L2026-002573,ABC4666,Algodão,39.87325336257706,26.717895490325187
L2026-002574,ABC4861,Trigo,30.4997191271966,27.68751475958624
L2026-002575,ABC9288,Trigo,41.75016033042719,26.671567027300767
L2026-002576,ABC5864,Algodão,42.51633248418322,27.544272828924463
L2026-002577,ABC5483,Algodão,30.889731457060893,28.41249304614259
L2026-002578,ABC9877,Algodão,40.41510844132617,25.17237901372996
L2026-002579,ABC9944,Trigo,32.70311134617436,28.984165357501208
L2026-002580,ABC6410,Milho,41.51919160148505,26.78076295948267
L2026-002581,ABC1009,Soja,37.846332822169956,28.05045574219001
L2026-002582,ABC3147,Milho,33.7689865742973,28.654839591033145
L2026-002583,ABC6627,Soja,32.893738942013925,25.7324515696213
L2026-002584,ABC1388,Soja,32.58291999983002,27.70336768493495
L2026-002585,ABC2761,Soja,35.150977743892284,27.195456336930384
L2026-002586,ABC5847,Algodão,43.09028675209349,27.037435284491412
L2026-002587,ABC9560,Algodão,39.06789618605563,26.082594209569532
L2026-002588,ABC2513,Algodão,35.469656219849504,28.88449648344759
L2026-002589,ABC6016,Milho,34.65899253267471,25.725965684544796
L2026-002590,ABC9678,Soja,23.607173907341085,25.607173907341085
L2026-002591,ABC5389,Milho,40.81108055066238,26.824283516772304
L2026-002592,ABC8917,Algodão,37.17857871671748,26.273521760395624
L2026-002593,ABC6071,Trigo,44.865820143570815,26.13639186955583
L2026-002594,ABC1026,Milho,34.069522623506494,28.625506652972643
L2026-002595,ABC3749,Algodão,23.28545100352596,25.28545100352596
L2026-002596,ABC9336,Algodão,32.23134756846545,27.52472311882329
L2026-002597,ABC7793,Soja,33.45643176277371,28.2756900239742
L2026-002598,ABC6260,Trigo,42.814526144761054,26.44552648772739
L2026-002599,ABC6614,Milho,36.94339123866587,28.76401762789743
L2026-002600,ABC9652,Soja,35.906520728284995,27.139252148026266
L2026-002601,ABC9270,Soja,36.173730055553946,26.43461961437567
L2026-002602,ABC3765,Algodão,42.567021573376046,28.042512344391522
L2026-002603,ABC4734,Trigo,31.896331982804412,25.980092088090323
L2026-002604,ABC8141,Algodão,37.840377052835436,27.24995722268928
L2026-002605,ABC9730,Soja,24.64100435177095,26.64100435177095
L2026-002606,ABC1678,Soja,33.58614550273672,25.579373884133872
L2026-002607,ABC4484,Algodão,42.91027476586005,27.163510776898125
L2026-002608,ABC7307,Trigo,24.811823183307496,26.811823183307496
L2026-002609,ABC8053,Trigo,24.67362248844032,26.67362248844032
L2026-002610,ABC8439,Soja,38.76182285400194,25.93314101486865
L2026-002611,ABC7013,Algodão,41.73515109771816,28.066654373442155
L2026-002612,ABC7525,Milho,40.9447800174336,28.627834011851803
L2026-002613,ABC5986,Soja,37.03872423820045,25.271752383853386
L2026-002614,ABC1956,Trigo,33.203956930550504,25.32689347779828
L2026-002615,ABC2047,Soja,37.83259948780295,27.649018515611328
L2026-002616,ABC6183,Milho,33.32410882838434,27.002163467100598
L2026-002617,ABC1014,Milho,41.58740880702938,25.200150411064975
L2026-002618,ABC9765,Trigo,40.92498262398118,26.594103554292946
L2026-002619,ABC3272,Trigo,33.88280335056025,27.171965285060384
L2026-002620,ABC9213,Algodão,38.071184043945486,25.78905792349855
L2026-002621,ABC8683,Trigo,39.85078800276824,26.066065986575865
L2026-002622,ABC2828,Trigo,38.351571561285525,26.40887438143991
L2026-002623,ABC1570,Milho,24.18755790873912,26.18755790873912
L2026-002624,ABC7886,Milho,38.38540829617233,27.79839456253682
L2026-002625,ABC7829,Algodão,33.34929525459594,26.555721602965228
L2026-002626,ABC2188,Trigo,44.18369298208388,25.828410152197396
L2026-002627,ABC7179,Soja,40.86777300636197,26.094761394004784
L2026-002628,ABC2785,Trigo,36.67505281948157,28.217393699648234
L2026-002629,ABC7193,Soja,39.918836275398725,28.57213209235193
L2026-002630,ABC7347,Milho,42.27713221156787,27.678862955232734
L2026-002631,ABC4860,Trigo,37.64160648612789,28.758350825750526
L2026-002632,ABC3899,Trigo,39.17704427625679,25.615297004745372
L2026-002633,ABC6188,Milho,34.80102982953552,27.171264524256184
L2026-002634,ABC3937,Algodão,43.61133025285089,25.704038069027426
L2026-002635,ABC5266,Milho,40.44116455858455,25.76753954328643
L2026-002636,ABC7867,Soja,35.1378077284339,27.176323131233914
L2026-002637,ABC1207,Trigo,31.00745637517393,25.422159893312553
L2026-002638,ABC5425,Soja,43.17873260534698,26.316694573654736
L2026-002639,ABC7248,Soja,31.938306870683487,28.37730579100796
L2026-002640,ABC4344,Soja,30.020166882532482,26.469224919153433
L2026-002641,ABC7514,Algodão,43.9448453805387,28.211378790247842
L2026-002642,ABC8854,Algodão,35.01170693479667,27.193156874962945
L2026-002643,ABC5792,Soja,36.4199219152679,26.01109891279896
L2026-002644,ABC8980,Milho,42.8073287453538,28.355732140109097
L2026-002645,ABC3201,Algodão,39.80060232558475,27.68376720168825
L2026-002646,ABC5238,Trigo,44.61716239740317,26.41742359040254
L2026-002647,ABC7682,Algodão,40.52635148100258,25.854984472629607
L2026-002648,ABC1245,Trigo,32.80037854565843,25.276525752716736
L2026-002649,ABC8665,Soja,37.607879045658706,28.10001801995908
L2026-002650,ABC6419,Trigo,41.513136272900844,25.404723161277985
L2026-002651,ABC6249,Soja,31.329307933650696,25.81079006056045
L2026-002652,ABC4628,Algodão,34.06949853354934,27.84780058601459
L2026-002653,ABC4596,Soja,42.56592546959038,25.243576813469616
L2026-002654,ABC7770,Milho,31.344957533070264,25.90511342380752
L2026-002655,ABC6626,Algodão,33.61523669264025,28.137787591146637
L2026-002656,ABC8451,Milho,34.13102171692684,27.86915085006742
L2026-002657,ABC4868,Algodão,32.993369158855366,25.506014561009827
L2026-002658,ABC4539,Algodão,44.85576480987495,26.201538455807707
L2026-002659,ABC6552,Soja,44.732716860466915,28.540933587046755
L2026-002660,ABC9942,Trigo,34.19279042495566,27.131154579759762
L2026-002661,ABC7053,Soja,39.758183686542864,26.84861288409195
L2026-002662,ABC6301,Trigo,34.30993471324285,26.21650996475899
L2026-002663,ABC4225,Milho,33.236002341715,28.26322400027515
L2026-002664,ABC1260,Soja,23.45242751234034,25.45242751234034
L2026-002665,ABC2020,Algodão,38.33080427919978,28.404709231037785
L2026-002666,ABC9798,Trigo,30.99340020076579,28.01531684452346
L2026-002667,ABC2122,Trigo,43.75347634885774,26.22394887820682
L2026-002668,ABC6046,Algodão,37.10850531530233,28.85102378178513
L2026-002669,ABC6963,Algodão,23.763386214954203,25.763386214954203
L2026-002670,ABC9246,Trigo,38.59960140320884,25.45704869156249
L2026-002671,ABC1840,Trigo,34.094450402539415,26.214273575653525
L2026-002672,ABC6338,Algodão,31.30251058160096,27.567503234494314
L2026-002673,ABC4329,Trigo,30.872192210558936,26.789757696519295
L2026-002674,ABC4920,Milho,34.94563725579692,28.941939176590076
L2026-002675,ABC3024,Milho,40.66734739577099,25.34836404275033
L2026-002676,ABC3898,Algodão,39.5740407107308,27.262393119144576
L2026-002677,ABC9598,Soja,35.51033856150027,28.463708935492786
L2026-002678,ABC2394,Milho,31.700203862819098,27.042488056454186
L2026-002679,ABC3908,Milho,36.20822102755116,27.597020517497175
L2026-002680,ABC9464,Milho,34.825522774335674,26.926361847943113
L2026-002681,ABC6783,Soja,39.67811705637337,27.069521712141952
L2026-002682,ABC7465,Algodão,33.2782476592299,26.14223447627375
L2026-002683,ABC7639,Soja,38.19802850123777,28.864300395135302
L2026-002684,ABC9058,Soja,40.87995542153159,26.70123227591895
L2026-002685,ABC5690,Milho,30.592291611139625,26.38169392398768
L2026-002686,ABC1130,Soja,35.02809620926802,28.451660174710884
L2026-002687,ABC5606,Milho,30.059695726737072,28.239868584111036
L2026-002688,ABC2520,Soja,34.72665313370666,25.128708019828956
L2026-002689,ABC3184,Trigo,40.61836797215827,25.208153525073104
L2026-002690,ABC2867,Milho,31.432869605304056,27.73905124390984
L2026-002691,ABC7764,Trigo,44.10612042435713,27.13058514652458
L2026-002692,ABC3913,Trigo,36.33751119401076,28.978959110431834
L2026-002693,ABC9388,Trigo,34.09466209017809,26.127850206186686
L2026-002694,ABC5466,Milho,30.38864989414504,28.831222279496608
L2026-002695,ABC7461,Trigo,44.23926836337596,25.77437934116176
L2026-002696,ABC9289,Soja,44.25638850579393,26.565482040289
L2026-002697,ABC9153,Trigo,32.73111900510006,28.362945171588606
L2026-002698,ABC5082,Trigo,31.790040954484006,27.344017583300776
L2026-002699,ABC3278,Soja,38.54255188608825,26.485064645267734
L2026-002700,ABC2626,Trigo,35.09320886797721,25.60762028201169
L2026-002701,ABC8552,Algodão,30.654432933605086,25.327286894503327
L2026-002702,ABC2289,Soja,31.81454221715332,25.057171405502224
L2026-002703,ABC5199,Soja,43.29913977659643,25.641432457960548
L2026-002704,ABC1665,Trigo,24.482601467962745,26.482601467962745
L2026-002705,ABC4008,Algodão,36.777153451822976,27.88253231961362
L2026-002706,ABC4131,Trigo,39.9049801543219,25.281401076269987
L2026-002707,ABC9650,Soja,38.9471674556723,25.617409204993045
L2026-002708,ABC8032,Milho,34.974383390180996,26.75601170560151
L2026-002709,ABC9184,Trigo,35.85942956341941,28.573236583347196
L2026-002710,ABC8969,Milho,44.47494099195784,28.390786209559714
L2026-002711,ABC4421,Algodão,42.005595400951364,25.404132095377673
L2026-002712,ABC8972,Soja,41.87384421186637,26.64784536620475
L2026-002713,ABC9713,Trigo,44.09032919534125,28.183026544279752
L2026-002714,ABC9235,Algodão,40.30981513903107,26.25688895792296
L2026-002715,ABC9927,Algodão,37.62360396438825,25.822106401500413
L2026-002716,ABC6079,Soja,44.176416181512664,26.880850651849276
L2026-002717,ABC1873,Trigo,44.66959304542293,28.991728633326908
L2026-002718,ABC5700,Milho,37.934253176884475,26.936840141555965
L2026-002719,ABC2222,Milho,24.488283940316872,26.488283940316872
L2026-002720,ABC3722,Algodão,23.738662548020645,25.738662548020645
L2026-002721,ABC9514,Soja,43.433084819969345,25.219599899459407
L2026-002722,ABC2960,Trigo,41.89666904179779,27.809973796434527
L2026-002723,ABC4192,Algodão,38.54153226117857,28.25221571757661
L2026-002724,ABC5400,Algodão,38.29396071180474,25.30798940903299
L2026-002725,ABC9159,Trigo,41.80472763659001,25.918600285754344
L2026-002726,ABC8235,Soja,37.024103249215614,26.418655692127878
L2026-002727,ABC2746,Algodão,37.42390690685935,26.852868519834
L2026-002728,ABC3035,Trigo,31.06858764824828,25.905349874338825
L2026-002729,ABC5468,Algodão,43.17208290345564,27.968696078338645
L2026-002730,ABC8114,Algodão,33.343491486587695,28.72392104062147
L2026-002731,ABC4592,Soja,36.370686022848986,25.64572918796568
L2026-002732,ABC5599,Algodão,33.28800931555821,26.405774360522564
L2026-002733,ABC2062,Algodão,38.32137623872824,26.342606917478978
L2026-002734,ABC3984,Milho,40.17247061747072,27.93973367406958
L2026-002735,ABC4743,Trigo,36.30470027463663,28.185507439507866
L2026-002736,ABC3003,Soja,32.66336293222506,25.4430685529969
L2026-002737,ABC5337,Algodão,36.60564712074988,27.461076532407315
L2026-002738,ABC9929,Trigo,34.94997594751098,28.39329540103114
L2026-002739,ABC9385,Soja,36.8152780738378,25.506820440052856
L2026-002740,ABC2176,Algodão,44.73634393966425,27.99324958986381
L2026-002741,ABC5042,Milho,35.50863149972573,27.282004066884944
L2026-002742,ABC3693,Algodão,38.31244246197726,28.18885592824557
L2026-002743,ABC9276,Soja,33.985686342457136,27.312374338329075
L2026-002744,ABC2784,Milho,31.56478087213743,26.055840250167968
L2026-002745,ABC3700,Algodão,30.719884253626557,26.32380938031342
L2026-002746,ABC6834,Algodão,37.16693860053783,28.894145131324475
L2026-002747,ABC8797,Milho,32.59396426174844,26.847019799069663
L2026-002748,ABC4431,Milho,31.009275422102725,25.20516573209698
L2026-002749,ABC2325,Milho,44.346854220916576,27.500648507546526
L2026-002750,ABC1140,Soja,41.57760171974699,27.003737529096657
L2026-002751,ABC2570,Trigo,38.227395330603514,28.866033388911667
L2026-002752,ABC2179,Soja,23.404375076008147,25.404375076008147
L2026-002753,ABC2200,Soja,42.115294742048015,28.265866752255874
L2026-002754,ABC9419,Trigo,40.001743692877454,27.89448844063921
L2026-002755,ABC4956,Milho,41.77850364688315,27.880942442846845
L2026-002756,ABC1459,Trigo,37.44385238253873,27.933043185769566
L2026-002757,ABC9354,Milho,32.80176258571125,28.10545394504509
L2026-002758,ABC6923,Soja,36.57258309903313,28.17826367366361
L2026-002759,ABC7718,Milho,31.642482290451515,25.141368372677466
L2026-002760,ABC1111,Milho,42.970619035562244,28.549740622575325
L2026-002761,ABC3443,Soja,40.79816293712522,25.960022899406567
L2026-002762,ABC6969,Milho,23.60366967170378,25.60366967170378
L2026-002763,ABC9849,Soja,39.82606024990565,27.131662959641563
L2026-002764,ABC7552,Algodão,34.19267538442777,27.797025909211474
L2026-002765,ABC4142,Algodão,32.33407946191889,28.447703599983733
L2026-002766,ABC3405,Trigo,39.24239111784605,28.823609877872144
L2026-002767,ABC4278,Trigo,39.52786708165064,26.650464268372577
L2026-002768,ABC9545,Trigo,42.090664432110614,27.106671135870545
L2026-002769,ABC5443,Algodão,33.86870557471923,25.676569386032963
L2026-002770,ABC7574,Algodão,35.92917364106998,27.208656908178654
L2026-002771,ABC5629,Milho,37.47238553466704,26.78695365629197
